id,file,topic-00,topic-01,topic-02,topic-03,topic-04,topic-05,topic-06,topic-07,topic-08,topic-09,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,,,,,,,,,,,,,,,,,,,,
74,paragraph-2-1-30-001.md,0.171333333,0.062,0.168666667,0.064666667,6.67E-04,0.006,0.059333333,0.016666667,0.035333333,6.67E-04,6.67E-04,6.67E-04,6.67E-04,0.011333333,0.024666667,0.006,0.03,0.123333333,0.104666667,0.112666667,,,,,,,,,,,,,,,,,,,,
75,paragraph-2-1-30-002.md,0.050932836,0.00988806,0.091977612,0.067350746,0.028544776,1.87E-04,0.100932836,0.001679104,0.00988806,0.006156716,0.021828358,1.87E-04,0.012126866,0.006902985,0.018097015,0.009141791,0.353171642,0.016604478,0.113619403,0.080783582,,,,,,,,,,,,,,,,,,,,
76,paragraph-2-1-30-003.md,0.085820896,0.005223881,0.210199005,0.049004975,0.056965174,0.020149254,0.130597015,2.49E-04,2.49E-04,0.071890547,2.49E-04,0.003233831,0.021144279,2.49E-04,0.00721393,2.49E-04,0.190298507,0.024129353,0.064925373,0.057960199,,,,,,,,,,,,,,,,,,,,
77,paragraph-2-1-31-001.md,0.094164038,0.031072555,0.252523659,0.065141956,1.58E-04,1.58E-04,0.162302839,0.020347003,0.094164038,0.005835962,0.007728707,0.002050473,0.01214511,1.58E-04,0.01340694,7.89E-04,0.036750789,0.003943218,0.148422713,0.04873817,,,,,,,,,,,,,,,,,,,,
78,paragraph-2-1-31-002.md,0.048198198,0.01996997,0.203153153,0.050600601,1.50E-04,0.01036036,0.105855856,0.006156156,0.134684685,0.054804805,1.50E-04,0.004954955,0.003153153,0.066216216,0.003153153,0.009159159,0.046396396,0.017567568,0.145495495,0.06981982,,,,,,,,,,,,,,,,,,,,
79,paragraph-2-1-31-003.md,0.067731959,0.047525773,0.211237113,5.15E-04,9.28E-04,0.029793814,0.124639175,0.009175258,0.069381443,0.02814433,0.005463918,1.03E-04,0.012886598,0.019072165,0.092474227,0.00628866,0.06443299,0.015773196,0.158041237,0.036391753,,,,,,,,,,,,,,,,,,,,
80,paragraph-2-2-32-001.md,0.001515152,0.134848485,0.127575758,3.03E-04,0.01969697,0.013636364,0.151818182,3.03E-04,0.093636364,3.03E-04,3.03E-04,3.03E-04,3.03E-04,0.177272727,3.03E-04,0.034242424,0.022121212,0.036666667,0.088787879,0.096060606,,,,,,,,,,,,,,,,,,,,
81,paragraph-2-2-32-002.md,0.062075472,0.022075472,0.028113208,1.89E-04,9.43E-04,0.011509434,0.123962264,0.012264151,0.040943396,0.001698113,0.006981132,0.02509434,1.89E-04,0.419056604,0.001698113,9.43E-04,0.054528302,1.89E-04,0.133018868,0.054528302,,,,,,,,,,,,,,,,,,,,
82,paragraph-2-2-32-003.md,0.023333333,0.063333333,0.116666667,0.001111111,0.001111111,0.005555556,0.165555556,0.001111111,0.245555556,0.001111111,0.005555556,0.01,0.005555556,0.183333333,0.041111111,0.005555556,0.001111111,0.01,0.081111111,0.032222222,,,,,,,,,,,,,,,,,,,,
83,paragraph-2-2-33-001.md,0.007587549,0.047795071,0.075032425,0.037159533,6.49E-05,3.24E-04,0.111348898,0.012516213,0.023670558,0.023929961,3.24E-04,0.002140078,0.001361868,0.390726329,6.49E-05,0.004734112,0.032749676,0.002140078,0.115239948,0.111089494,,,,,,,,,,,,,,,,,,,,
84,paragraph-2-2-33-002.md,0.015255732,0.061111111,0.057936508,8.82E-05,0.014550265,0.011375661,0.160934744,0.001146384,0.075573192,0.002910053,8.82E-05,0.005026455,8.82E-05,0.358465608,0.02654321,0.004673721,0.03712522,8.82E-05,0.130599647,0.036419753,,,,,,,,,,,,,,,,,,,,
85,paragraph-2-2-34-001.md,0.11798419,0.02312253,0.020750988,0.024703557,9.88E-04,1.98E-04,0.135375494,1.98E-04,0.02312253,1.98E-04,1.98E-04,0.122727273,0.004940711,0.213636364,1.98E-04,0.152766798,0.061067194,0.010474308,0.083201581,0.004150198,,,,,,,,,,,,,,,,,,,,
86,paragraph-2-2-34-002.md,0.087102473,0.063780919,0.059540636,0.005830389,0.020671378,0.00229682,0.109717314,0.005123675,0.005830389,1.77E-04,0.001590106,0.157773852,0.001590106,0.044699647,0.015724382,0.087809187,0.231272085,0.023498233,0.06590106,0.010070671,,,,,,,,,,,,,,,,,,,,
87,paragraph-2-2-34-003.md,0.202329749,0.072580645,0.074731183,0.018817204,1.79E-04,0.001612903,0.122759857,8.96E-04,0.002329749,0.004480287,0.003763441,0.116308244,1.79E-04,0.041756272,0.011648746,0.043189964,0.147132616,0.040322581,0.074014337,0.020967742,,,,,,,,,,,,,,,,,,,,
88,paragraph-2-2-34-004.md,0.056813187,0.028681319,0.045824176,0.024725275,0.019010989,0.014175824,0.104285714,1.10E-04,0.029120879,0.017252747,0.015494505,0.280549451,0.004505495,0.03,0.071318681,0.034835165,0.108241758,0.013736264,0.093736264,0.007582418,,,,,,,,,,,,,,,,,,,,
89,paragraph-2-2-35-001.md,0.065798923,0.046409336,8.98E-05,8.98E-05,8.08E-04,0.010143627,0.135816876,8.98E-05,0.00978456,0.016965889,0.011220826,0.044254937,8.98E-05,0.392549372,0.001885099,0.067953321,0.04497307,0.008707361,0.139766607,0.002603232,,,,,,,,,,,,,,,,,,,,
90,paragraph-2-2-35-002.md,0.060559006,0.033229814,0.007556936,0.028674948,0.016666667,9.32E-04,0.159937888,0.007142857,9.32E-04,0.023291925,0.045238095,0.148757764,0.010455487,0.159937888,0.017494824,0.019565217,0.075465839,0.00300207,0.130538302,0.050621118,,,,,,,,,,,,,,,,,,,,
91,paragraph-2-2-35-003.md,0.053524918,0.015844765,0.008030908,0.066027088,0.012024657,0.014802917,0.187228686,0.050573016,0.010114603,0.032861608,0.012545581,0.180456677,0.021401285,0.084433061,0.010635527,0.073493662,0.028694218,0.013587428,0.114299358,0.009420038,,,,,,,,,,,,,,,,,,,,
92,paragraph-2-2-35-004.md,0.00444457,0.03252746,0.009313781,0.046682142,0.015428604,2.83E-05,0.162524063,0.001500396,0.02494055,0.015315366,0.008634356,0.381525309,0.016108029,0.001047446,0.003878383,2.83E-05,0.130251387,0.01871249,0.122211528,0.00489752,,,,,,,,,,,,,,,,,,,,
93,paragraph-2-2-36-001.md,0.058438819,0.149578059,0.093037975,2.11E-04,0.001898734,0.011181435,0.082911392,2.11E-04,0.172362869,0.001054852,0.006962025,2.11E-04,2.11E-04,0.092194093,0.006118143,0.001054852,0.033122363,0.139451477,0.141983122,0.007805907,,,,,,,,,,,,,,,,,,,,
94,paragraph-2-2-36-002.md,0.030597015,0.170895522,0.078358209,7.46E-04,7.46E-04,0.030597015,0.090298507,7.46E-04,0.314179104,7.46E-04,0.012686567,7.46E-04,0.006716418,0.06641791,7.46E-04,0.003731343,7.46E-04,0.108208955,0.078358209,0.003731343,,,,,,,,,,,,,,,,,,,,
95,paragraph-2-2-37-001.md,0.112721893,0.072485207,0.163609467,0.026331361,0.021597633,0.003846154,0.091420118,0.006213018,0.025147929,0.05591716,0.00739645,2.96E-04,0.003846154,0.006213018,2.96E-04,2.96E-04,0.084319527,0.157692308,0.132840237,0.027514793,,,,,,,,,,,,,,,,,,,,
96,paragraph-2-2-37-002.md,0.024212034,0.031661891,0.088968481,0.049426934,0.015616046,0.007020057,0.300429799,1.43E-04,7.16E-04,0.029369628,0.001289398,0.017335244,0.001862464,0.096418338,1.43E-04,0.006446991,0.057449857,0.18982808,0.078080229,0.003581662,,,,,,,,,,,,,,,,,,,,
97,paragraph-2-2-37-003.md,0.010198456,0.078996692,5.51E-05,0.021223815,0.021444322,0.004906284,0.217916207,0.003803749,0.006229327,0.022767365,0.005788313,0.001157663,0.005126792,0.007331863,0.0146086,5.51E-05,0.099062845,0.337651599,0.140959206,7.17E-04,,,,,,,,,,,,,,,,,,,,
98,paragraph-2-2-38-001.md,0.041963377,0.027721261,0.063326551,0.041963377,0.025686673,0.066378433,0.137589013,0.011444557,0.035859613,0.057222787,0.006358087,2.54E-04,0.001271617,0.070447609,0.006358087,0.017548321,0.069430315,0.109104781,0.176246185,0.033825025,,,,,,,,,,,,,,,,,,,,
99,paragraph-2-2-38-002.md,0.036948177,0.068426104,0.026199616,0.054222649,0.021976967,0.016602687,0.183589251,0.016602687,0.020441459,0.021209213,0.014683301,0.007773512,0.001247601,0.021209213,0.02428023,0.004318618,0.036180422,0.266122841,0.153646833,0.004318618,,,,,,,,,,,,,,,,,,,,
100,paragraph-2-2-38-003.md,0.0852,4.00E-04,0.05,0.074,0.0324,0.0468,0.1092,0.002,0.002,0.1028,0.0244,0.0372,4.00E-04,0.0084,0.002,0.0356,0.178,0.066,0.0996,0.0436,,,,,,,,,,,,,,,,,,,,
101,paragraph-2-2-39-001.md,4.19E-04,0.107621441,0.02721943,4.19E-04,0.003768844,4.19E-04,0.077470687,0.007118928,0.074120603,0.003768844,4.19E-04,0.012144054,4.19E-04,0.112646566,4.19E-04,4.19E-04,0.246649916,0.204773869,0.072445561,0.047319933,,,,,,,,,,,,,,,,,,,,
102,paragraph-2-2-39-002.md,0.008602711,0.045099062,0.013816475,0.0044317,0.003388947,0.020072993,0.072210636,0.001303441,0.037799791,0.08472367,0.030500521,0.0044317,2.61E-04,0.029457769,0.010688217,0.002346194,0.379822732,0.057612096,0.147288843,0.046141814,,,,,,,,,,,,,,,,,,,,
103,paragraph-2-2-39-003.md,0.026344086,0.088709677,0.011290323,0.00483871,0.011290323,0.099462366,0.129569892,0.00483871,0.058602151,0.133870968,5.38E-04,5.38E-04,0.009139785,5.38E-04,5.38E-04,0.024193548,0.097311828,0.181182796,0.114516129,0.002688172,,,,,,,,,,,,,,,,,,,,
104,paragraph-3-1-40-000.md,0.103183692,0.015689418,0.22274393,0.030348145,0.015231333,0.023018781,0.194800733,0.0193541,0.072950069,0.042716445,0.002404947,0.003779203,0.001488777,0.016147503,0.006069629,0.002863033,0.027599634,0.001030692,0.156321576,0.04225836,,,,,,,,,,,,,,,,,,,,
105,paragraph-3-1-41-001.md,0.072119816,0.008525346,0.230645161,0.032488479,2.30E-04,0.002073733,0.12281106,0.02235023,0.11359447,0.048156682,0.012211982,0.005760369,0.029723502,0.045391705,0.120046083,2.30E-04,0.001152074,0.001152074,0.107142857,0.024193548,,,,,,,,,,,,,,,,,,,,
106,paragraph-3-1-41-002.md,0.026791809,0.085494881,0.084129693,0.195392491,0.014505119,0.007679181,0.142832765,0.021331058,0.027474403,0.042491468,0.047269625,0.028156997,0.015870307,0.015870307,0.045904437,0.034982935,0.034982935,0.004266212,0.102559727,0.022013652,,,,,,,,,,,,,,,,,,,,
107,paragraph-3-1-41-003.md,0.045862069,0.058275862,0.058275862,0.198965517,0.012758621,3.45E-04,0.143793103,0.037586207,0.027931034,0.072068966,0.003103448,0.05,0.023793103,0.01137931,0.043103448,0.005862069,0.08862069,3.45E-04,0.084482759,0.033448276,,,,,,,,,,,,,,,,,,,,
108,paragraph-3-1-42-001.md,0.059230769,0.071538462,0.265384615,0.037692308,0.056153846,0.006923077,0.046923077,0.006923077,0.071538462,0.013076923,0.077692308,0.019230769,7.69E-04,0.013076923,0.016153846,0.006923077,0.003846154,0.059230769,0.108461538,0.059230769,,,,,,,,,,,,,,,,,,,,
109,paragraph-3-1-42-002.md,0.011904762,0.011904762,0.354761905,0.011904762,0.002380952,0.011904762,0.021428571,0.002380952,0.002380952,0.069047619,0.05952381,0.002380952,0.002380952,0.05952381,0.002380952,0.088095238,0.030952381,0.164285714,0.069047619,0.021428571,,,,,,,,,,,,,,,,,,,,
110,paragraph-3-1-42-003.md,0.01,0.0356,0.1684,4.00E-04,0.0036,0.0196,0.0948,4.00E-04,0.1604,0.002,0.0356,0.0036,0.026,0.0388,0.0708,4.00E-04,0.1204,0.0308,0.1668,0.0116,,,,,,,,,,,,,,,,,,,,
111,paragraph-3-2-43-001.md,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.321428571,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,,,,,,,,,,,,,,,,,,,,
112,paragraph-3-2-43-002.md,0.008769408,0.230161012,0.104226567,0.034071305,0.005319149,1.44E-04,0.128953422,0.014519839,0.01279471,0.034646348,0.018545141,0.006469235,0.009344451,0.02947096,1.44E-04,0.001293847,0.052472685,0.01279471,0.252587694,0.043271995,,,,,,,,,,,,,,,,,,,,
113,paragraph-3-2-44-001.md,0.001052878,0.169513336,0.055802527,0.132545625,0.019302761,0.004796444,0.199929808,0.040360318,0.029597567,0.010879738,0.052058961,0.014623304,0.030065512,1.17E-04,0.006200281,0.003860552,0.001520824,0.020238652,0.125526439,0.082007487,,,,,,,,,,,,,,,,,,,,
114,paragraph-3-2-44-002.md,0.026744186,0.299612403,3.88E-04,0.006589147,0.006589147,0.039147287,0.129069767,0.031395349,0.070155039,3.88E-04,0.054651163,3.88E-04,3.88E-04,0.008139535,3.88E-04,0.025193798,3.88E-04,0.026744186,0.160077519,0.113565891,,,,,,,,,,,,,,,,,,,,
115,paragraph-3-2-44-003.md,9.17E-05,0.29440367,0.244862385,9.17E-05,9.17E-05,9.17E-05,0.163027523,9.17E-05,9.17E-05,0.00706422,0.031651376,0.001192661,0.003027523,0.041926606,9.17E-05,9.17E-05,0.00266055,0.011100917,0.17440367,0.023944954,,,,,,,,,,,,,,,,,,,,
116,paragraph-3-2-45-001.md,1.23E-04,0.289506173,0.044567901,0.053950617,0.022345679,1.23E-04,0.190740741,0.006049383,0.005061728,0.003580247,0.004074074,0.015925926,0.031234568,0.001111111,1.23E-04,0.038641975,0.018888889,0.028765432,0.131975309,0.113209877,,,,,,,,,,,,,,,,,,,,
117,paragraph-3-2-45-002.md,0.020090634,0.516767372,0.04244713,0.006193353,7.55E-04,0.017673716,0.160271903,0.007401813,0.014048338,0.010422961,0.018882175,1.51E-04,1.51E-04,1.51E-04,1.51E-04,0.003776435,0.018882175,0.035196375,0.120392749,0.006193353,,,,,,,,,,,,,,,,,,,,
118,paragraph-3-2-45-003.md,0.017507003,0.155322129,0.038235294,0.134033613,1.40E-04,0.016946779,0.174929972,0.007422969,0.003501401,0.03767507,0.020868347,1.40E-04,0.009103641,0.020868347,1.40E-04,0.143557423,0.058963585,1.40E-04,0.158123249,0.002380952,,,,,,,,,,,,,,,,,,,,
119,paragraph-3-2-46-001.md,0.007876106,0.108761062,0.001858407,0.274070796,0.002566372,0.004336283,0.143097345,0.063097345,8.85E-05,0.045044248,0.021681416,0.004336283,0.010707965,0.004336283,0.029823009,0.030884956,0.006106195,0.016725664,0.138495575,0.086106195,,,,,,,,,,,,,,,,,,,,
120,paragraph-3-2-46-002.md,0.030327869,0.112295082,0.122131148,0.210655738,0.017213115,8.20E-04,0.046721311,0.017213115,0.010655738,0.082786885,8.20E-04,0.004098361,8.20E-04,8.20E-04,0.004098361,8.20E-04,0.164754098,8.20E-04,0.128688525,0.043442623,,,,,,,,,,,,,,,,,,,,
121,paragraph-3-2-46-003.md,0.002380952,0.088095238,0.173809524,0.04047619,0.088095238,0.030952381,0.002380952,0.011904762,0.221428571,0.002380952,0.05,0.002380952,0.011904762,0.030952381,0.002380952,0.069047619,0.002380952,0.002380952,0.164285714,0.002380952,,,,,,,,,,,,,,,,,,,,
122,paragraph-3-2-46-004.md,0.002941176,0.026470588,0.002941176,0.238235294,0.038235294,0.038235294,0.132352941,0.002941176,0.002941176,0.014705882,0.002941176,0.002941176,0.132352941,0.002941176,0.002941176,0.155882353,0.002941176,0.097058824,0.097058824,0.002941176,,,,,,,,,,,,,,,,,,,,
123,paragraph-3-2-46-005.md,0.01,0.09,0.01,0.09,0.01,0.05,0.13,0.01,0.01,0.01,0.13,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.33,0.01,,,,,,,,,,,,,,,,,,,,
124,paragraph-3-2-47-001.md,0.020119729,0.047397189,0.017412806,0.055309735,0.008563248,0.00137949,0.168271733,0.050937012,0.00523165,0.024492452,0.029073399,0.024284227,0.031051536,0.008146799,0.28966684,0.029698074,0.006897449,0.012519521,0.120692348,0.048854763,,,,,,,,,,,,,,,,,,,,
125,paragraph-3-2-47-002.md,2.70E-04,0.257567568,0.166756757,2.70E-04,2.70E-04,2.70E-04,0.102972973,2.70E-04,2.70E-04,0.026216216,0.020810811,0.008918919,0.001351351,2.70E-04,0.145135135,0.004594595,0.052162162,2.70E-04,0.201351351,0.01,,,,,,,,,,,,,,,,,,,,
126,paragraph-3-2-47-003.md,0.002941176,0.144117647,0.167647059,0.002941176,0.002941176,0.002941176,0.144117647,0.002941176,0.002941176,0.085294118,0.002941176,0.002941176,0.002941176,0.014705882,0.179411765,0.002941176,0.002941176,0.002941176,0.191176471,0.038235294,,,,,,,,,,,,,,,,,,,,
127,paragraph-3-2-47-004.md,0.121287129,4.95E-04,0.002475248,0.05,0.024257426,0.055940594,0.131188119,0.057920792,0.067821782,0.053960396,4.95E-04,0.01039604,4.95E-04,0.012376238,0.204455446,0.091584158,0.016336634,4.95E-04,0.097524752,4.95E-04,,,,,,,,,,,,,,,,,,,,
128,paragraph-3-2-47-005.md,0.01825577,0.066685585,0.010688611,0.141978812,0.004634885,0.001229663,0.094684071,0.005769958,0.014850549,0.056848278,0.026579644,9.46E-05,0.050416194,9.46E-05,0.142735528,0.002364737,0.219542187,4.73E-04,0.141978812,9.46E-05,,,,,,,,,,,,,,,,,,,,
129,paragraph-3-3-48-001.md,0.005555556,0.05,0.183333333,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.138888889,0.027777778,0.005555556,0.027777778,0.05,0.316666667,0.005555556,0.005555556,0.027777778,0.005555556,0.116666667,0.005555556,,,,,,,,,,,,,,,,,,,,
130,paragraph-3-3-48-002.md,0.086363636,0.055194805,0.286363636,0.008441558,6.49E-04,0.042207792,0.117532468,6.49E-04,0.037012987,6.49E-04,0.073376623,0.005844156,6.49E-04,0.078571429,0.003246753,0.011038961,0.024025974,6.49E-04,0.075974026,0.091558442,,,,,,,,,,,,,,,,,,,,
131,paragraph-3-3-48-003.md,0.008024691,0.030246914,0.331481481,0.00308642,0.010493827,0.032716049,0.146296296,0.02037037,0.153703704,0.017901235,0.027777778,6.17E-04,0.015432099,0.015432099,0.008024691,0.054938272,0.015432099,0.012962963,0.089506173,0.005555556,,,,,,,,,,,,,,,,,,,,
132,paragraph-3-3-49-001.md,0.025147929,0.013313609,0.339940828,0.021597633,2.96E-04,0.025147929,0.134023669,0.013313609,0.128106509,0.021597633,0.028698225,0.032248521,0.015680473,0.019230769,0.057100592,0.00147929,0.012130178,0.021597633,0.089053254,2.96E-04,,,,,,,,,,,,,,,,,,,,
133,paragraph-3-3-49-002.md,0.0528125,0.0353125,0.3340625,0.0015625,3.13E-04,0.0203125,0.1190625,0.0140625,0.1578125,0.0465625,3.13E-04,3.13E-04,0.0015625,0.0453125,3.13E-04,3.13E-04,3.13E-04,0.0028125,0.1378125,0.0290625,,,,,,,,,,,,,,,,,,,,
134,paragraph-3-3-49-003.md,0.047385621,3.27E-04,0.151960784,0.016013072,0.004248366,0.001633987,0.123202614,3.27E-04,0.116666667,0.008169935,0.026470588,0.112745098,0.019934641,0.001633987,0.149346405,0.080065359,0.044771242,3.27E-04,0.094444444,3.27E-04,,,,,,,,,,,,,,,,,,,,
135,paragraph-3-3-49-004.md,0.036149584,0.047229917,0.078808864,1.39E-04,1.39E-04,0.279362881,0.187950139,0.00900277,0.058310249,0.004570637,0.016204986,1.39E-04,0.001246537,0.002908587,1.39E-04,0.127562327,0.043351801,0.030609418,0.076038781,1.39E-04,,,,,,,,,,,,,,,,,,,,
136,paragraph-3-3-50-001.md,0.003846154,0.003846154,0.126923077,0.003846154,0.019230769,0.065384615,0.034615385,0.019230769,0.019230769,0.034615385,0.142307692,0.003846154,0.003846154,0.003846154,0.003846154,0.003846154,0.419230769,0.003846154,0.003846154,0.080769231,,,,,,,,,,,,,,,,,,,,
137,paragraph-3-3-50-002.md,0.027777778,0.058888889,0.334444444,0.001111111,0.001111111,0.001111111,0.143333333,0.001111111,0.165555556,0.005555556,0.001111111,0.001111111,0.01,0.001111111,0.005555556,0.018888889,0.058888889,0.01,0.152222222,0.001111111,,,,,,,,,,,,,,,,,,,,
138,paragraph-3-3-50-003.md,0.059202454,0.07392638,0.154907975,3.07E-04,0.01993865,0.015030675,0.088650307,0.018711656,0.037116564,3.07E-04,0.123006135,3.07E-04,0.00398773,3.07E-04,3.07E-04,3.07E-04,0.138957055,0.029754601,0.205214724,0.029754601,,,,,,,,,,,,,,,,,,,,
139,paragraph-3-3-50-004.md,0.04009901,0.051980198,0.206435644,0.002475248,4.95E-04,0.004455446,0.04009901,4.95E-04,0.097524752,0.032178218,0.127227723,0.002475248,0.002475248,4.95E-04,0.073762376,4.95E-04,0.184653465,4.95E-04,0.131188119,4.95E-04,,,,,,,,,,,,,,,,,,,,
140,paragraph-3-3-51-001.md,0.13115942,0.081884058,0.125362319,7.25E-04,0.023913043,0.05,0.084782609,0.186231884,0.064492754,0.003623188,0.070289855,0.018115942,7.25E-04,7.25E-04,7.25E-04,0.006521739,0.012318841,0.018115942,0.107971014,0.012318841,,,,,,,,,,,,,,,,,,,,
141,paragraph-3-3-51-002.md,0.019491525,0.036440678,0.173163842,0.056779661,0.034180791,2.82E-04,0.174293785,0.085028249,0.074858757,0.048870056,0.025141243,0.00480226,0.019491525,2.82E-04,0.048870056,0.026271186,0.047740113,2.82E-04,0.044350282,0.079378531,,,,,,,,,,,,,,,,,,,,
142,paragraph-3-3-51-003.md,0.030912863,2.07E-04,0.047510373,0.059958506,0.022614108,0.015145228,0.152904564,0.201037344,0.064937759,0.010165975,0.056639004,0.003526971,0.012655602,2.07E-04,0.119709544,0.045850622,0.005186722,0.004356846,0.119709544,0.026763485,,,,,,,,,,,,,,,,,,,,
143,paragraph-3-4-52-001.md,0.112295082,0.102459016,0.086065574,0.007377049,0.010655738,0.004098361,0.210655738,8.20E-04,0.066393443,0.033606557,0.02704918,8.20E-04,0.036885246,8.20E-04,0.020491803,0.013934426,0.010655738,0.118852459,0.059836066,0.076229508,,,,,,,,,,,,,,,,,,,,
144,paragraph-3-4-52-002.md,0.003513514,0.164594595,0.33,0.004594595,0.005675676,0.001351351,0.086756757,0.006756757,0.119189189,0.007837838,0.018648649,2.70E-04,2.70E-04,0.027297297,2.70E-04,2.70E-04,0.012162162,0.05,0.140810811,0.01972973,,,,,,,,,,,,,,,,,,,,
145,paragraph-3-4-53-001.md,0.05754717,0.06509434,0.151886792,0.099056604,9.43E-04,9.43E-04,0.144339623,0.06509434,0.05754717,0.019811321,0.012264151,9.43E-04,0.012264151,9.43E-04,0.144339623,9.43E-04,0.027358491,0.091509434,0.046226415,9.43E-04,,,,,,,,,,,,,,,,,,,,
146,paragraph-3-4-53-002.md,0.107971014,0.006521739,0.006521739,0.163043478,0.093478261,0.026811594,0.142753623,7.25E-04,0.015217391,0.105072464,0.055797101,0.035507246,0.029710145,0.003623188,7.25E-04,0.023913043,7.25E-04,0.015217391,0.157246377,0.00942029,,,,,,,,,,,,,,,,,,,,
147,paragraph-3-4-53-003.md,0.02080292,0.047080292,0.033941606,0.03540146,0.019343066,0.21350365,0.225182482,0.003284672,0.108394161,0.120072993,0.00620438,3.65E-04,3.65E-04,0.025182482,3.65E-04,0.001824818,3.65E-04,0.06459854,0.045620438,0.02810219,,,,,,,,,,,,,,,,,,,,
