,id,file,topic-00,topic-01,topic-02,topic-03,topic-04,topic-05,topic-06,topic-07,topic-08,topic-09,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,para_nums,titles
37,40,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/04-08-38-the_command_as_the_decision_of_god.txt,0.19003419800000002,0.237785086,0.126384206,0.028822951,0.004119007,0.077750926,1.1e-05,0.0028248540000000003,5.8099999999999996e-05,0.020030173999999998,0.199648802,0.003946978,0.027897012000000002,0.009940363,0.00010800000000000001,0.002467387,0.012389781,0.006842959,0.048928985999999994,9.35e-06,38,the_command_as_the_decision_of_god.txt
38,41,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/04-09-39-the_command_as_the_judgment_of_god.txt,0.119658662,0.077582474,0.210735896,0.011633861,0.000135,0.38196165600000004,0.01364287,0.00025,0.000368,0.012656166000000002,0.141558909,0.0051737070000000005,0.012780161000000002,0.00084,4.6200000000000005e-05,0.000361,0.0007099999999999999,0.00560124,3.9e-05,0.004264197,39,the_command_as_the_judgment_of_god.txt
39,43,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/05-02-40-faith_in_god_the_creator.txt,0.12303564300000001,1.92e-05,0.07845108,0.014891492,0.192083576,0.052520214,0.0005650000000000001,0.01984579,0.050659826,0.000259,0.168625871,0.08136565700000001,0.004579817,0.013198673999999999,0.130598603,0.028786109,0.011241863000000001,2.05e-05,0.011994311,0.017257412,40,faith_in_god_the_creator.txt
40,44,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/05-03-41-creation_and_covenant.txt,0.109489806,0.004145973,0.125381445,0.008726461,0.426174575,0.014531935,0.004190581,0.01237544,0.0016471889999999999,0.006024695,0.189932878,0.020285948,0.037239732000000005,8.04e-05,0.02243839,0.007926729,0.001284649,0.005163807,0.00079,0.002169229,41,creation_and_covenant.txt
41,45,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/05-04-42-the_yes_of_god_the_creator.txt,0.277591298,0.003685951,0.056319802,0.002218825,0.028163022000000003,0.024190327999999997,0.027744781,0.24865335800000002,0.021339891,0.014359911999999999,0.205490576,0.042719533,0.015888894,0.002653957,2.17e-05,6.49e-05,0.0072672019999999995,0.003739065,7.09e-05,0.017816076,42,the_yes_of_god_the_creator.txt
42,47,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/06-02-43-man_as_a_problem_of_dogmatics.txt,0.216757648,1.64e-05,0.283448578,0.00956159,0.046614047,0.037841925,0.037903842,0.12054457,0.020848508,3.72e-05,0.146795555,3.289999999999999e-05,0.0030742259999999998,0.029399651000000002,0.004532324,0.032124357,0.0025098779999999997,0.000843,0.000858,0.0062563,43,man_as_a_problem_of_dogmatics.txt
43,48,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/06-03-44-man_as_the_creature_of_god.txt,0.190211876,0.006302016999999999,0.331142406,0.000136,0.011346473999999999,0.004836955,0.0009400000000000001,0.168240306,0.014079922,0.016653192,0.189191539,0.018418505,0.004899428,0.002265697,0.013312566999999999,0.002384753,0.005472748,0.002736631,1.12e-05,0.017417857,44,man_as_the_creature_of_god.txt
44,49,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/06-04-45-man_in_his_determination_as_the_covenant-partner_of_god.txt,0.13349755800000002,0.01888707,0.23736142600000001,0.007749253,0.032491344,0.022733187999999998,0.011071903000000001,0.022172906000000003,1.18e-05,0.011078103999999998,0.252338015,1.4000000000000001e-05,0.019330266999999998,0.000138,9.44e-05,9.23e-06,0.006033965,0.197525167,0.027454276,8.18e-06,45,man_in_his_determination_as_the_covenant
45,50,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/06-05-46-man_as_soul_and_body.txt,0.152997787,0.003638342,0.140472052,0.008509217,0.002642013,0.014747186,0.0031223270000000003,0.39194085799999995,0.0006900000000000001,0.011747793999999999,0.188202073,0.00424409,0.021608369,0.003013907,0.017414396999999998,0.011102573999999999,0.005760615,0.003558985,0.014578686,8.36e-06,46,man_as_soul_and_body.txt
46,51,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/06-06-47-man_in_his_time.txt,0.127183304,0.00035099999999999997,0.133224001,0.026136193999999998,0.027569043999999997,0.036547849,0.012364854,0.015253618,0.000463,0.008371559,0.199955208,0.001571741,0.364149061,0.001379963,0.001877028,0.010800675,0.018297339,0.004391853,0.010108047,4.55e-06,47,man_in_his_time.txt
47,53,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/07-02-48-the_doctrine_of_providence_its_basis_and_form.txt,0.138879034,1.49e-05,0.096461795,2.0399999999999998e-05,0.067114765,0.012550272,2.0600000000000003e-05,0.005104277,0.013027793000000001,0.013119863999999998,0.25650654,0.07304506599999999,0.004377307,0.007795786999999999,0.009869856,0.006020931,0.013533136999999999,1.58e-05,0.017199344,0.265322457,48,the_doctrine_of_providence_its_basis_and_form.txt
48,54,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/07-03-49-god_the_father_as_lord_of_his_creature.txt,0.19659402899999998,3.84e-06,0.080917288,0.009942058,0.010842698000000001,0.021001872999999997,0.002602176,0.005649563000000001,0.0021311760000000003,0.014237851000000001,0.21945589399999998,0.045721244,0.016686875,0.008295613,0.002069207,0.011208105,0.003677772,0.000283,0.04634342599999999,0.30233623600000004,49,god_the_father_as_lord_of_his_creature.txt
49,55,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/07-04-50-god_and_nothingness.txt,0.23718609699999998,0.004199832,0.09550406,6.87e-05,1.1599999999999999e-05,0.016405538,0.277930575,0.068100328,0.00503355,0.016506631,0.173908438,0.037729614,0.011936855,0.003502495,0.001015172,1.3000000000000001e-05,0.004154915,1.05e-05,0.000901,0.045880797,50,god_and_nothingness.txt
50,56,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/07-05-51-the_kingdom_of_heaven_the_ambassadors_of_god_and_their_opponents.txt,0.16175637199999998,3.06e-05,0.079520964,0.003250212,0.051232262,0.006061373,0.010308865,0.007454061999999999,0.008000649,0.009612311,0.239069857,0.01638425,0.016621900000000002,0.019398975,0.013531083999999999,0.324624227,0.006782595,4.93e-06,0.019835448999999998,0.006519075,51,the_kingdom_of_heaven_the_ambassadors_of_god_and_their_opponents.txt
51,58,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/08-02-52-ethics_as_a_task_of_the_doctrine_of_creation.txt,0.187319922,0.25328118899999996,0.250674852,2.8000000000000003e-05,0.019277696,0.006331184,2.8199999999999998e-05,0.016204891000000003,0.013022039,0.003236193,0.1646754,0.01040831,0.007350236,0.02227625,0.0038067409999999998,2.6899999999999997e-05,0.016788809,0.000136,0.004596899000000001,0.020530805,52,ethics_as_a_task_of_the_doctrine_of_creation.txt
52,59,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/08-03-53-freedom_before_god.txt,0.132033183,0.018530433,0.132673821,0.011494118000000001,0.046485452999999996,0.038272951,0.002411341,1.6800000000000002e-05,0.013399116,0.257940687,0.195489382,0.014459348,0.013555122,0.03503113,0.014111145,8.7e-05,2.56e-05,0.009025867,0.052691336,0.012266097,53,freedom_before_god.txt
53,60,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/08-04-54-freedom_in_fellowship.txt,0.178044065,0.29484325899999997,0.08780452300000001,0.011601634,0.015845025,0.012894741000000001,0.006564429,0.01477388,6.45e-06,0.035205087,0.247648836,5.0600000000000003e-05,0.018123714,0.0072992859999999994,0.0037600059999999998,0.001033946,0.002387095,0.041652418999999996,0.020456548,4.49e-06,54,freedom_in_fellowship.txt
54,61,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/08-05-55-freedom_for_life.txt,0.17674115699999998,0.019678466999999998,0.094076705,0.006192947,0.004169223,0.02030111,0.017696464,0.020889505,0.00022400000000000002,0.304215671,0.24243472,0.000245,0.027559108,0.004830075,8.21e-06,0.000977,0.0032400940000000002,0.004307657,0.052208940999999995,4.15e-06,55,freedom_for_life.txt
55,62,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/08-06-56-freedom_in_limitation.txt,0.150337174,0.02847154,0.166274539,0.001794375,0.010174480999999999,0.013011011999999999,0.00627568,0.0038687409999999998,0.000801,0.23802007600000002,0.282543387,0.011259473,0.056451779,0.001017823,0.000723,0.003453711,0.004081406,0.000921,0.017897932,0.0026227409999999996,56,freedom_in_limitation.txt
56,64,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/09-02-57-the_work_of_god_the_reconciler.txt,0.11603288099999999,0.00468693,0.21086802600000001,0.019785427,0.064297477,0.20206408399999998,0.010669605,1.4099999999999999e-05,0.001971236,0.00043799999999999997,0.15760135,0.000554,0.029627752,0.000327,0.008311695,0.000192,0.038201883,0.00705537,0.013398596,0.113902271,57,the_work_of_god_the_reconciler.txt
57,65,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/09-03-58-the_doctrine_of_reconciliation_(survey).txt,0.120671664,7.780000000000001e-05,0.26508548600000004,1.62e-05,1.39e-05,0.282915105,1.63e-05,1.57e-05,0.0006799999999999999,0.001610034,0.12497534699999999,0.01809934,0.015602903000000001,0.011843514,0.001544592,0.007470139000000001,0.074371677,0.016636856000000002,0.041649822,0.016704106,58,the_doctrine_of_reconciliation_(survey).txt
58,66,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/09-04-59-the_obedience_of_the_son_of_god.txt,0.11430182,0.000121,0.16084790300000001,0.0127549,0.005840475,0.312016036,0.00947391,0.001669544,7.06e-06,0.002235923,0.16380408300000002,0.002141085,0.08672507900000001,0.000926,0.032304417,0.033706413,0.034764025,0.0026527129999999997,0.020936478999999997,0.0027703479999999997,59,the_obedience_of_the_son_of_god.txt
59,67,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/09-05-60-the_pride_and_fall_of_man.txt,0.15083583,0.006783024,0.187302112,0.042361827000000005,0.015535156000000001,0.134402082,0.19465044399999998,0.0017227520000000001,0.012935265,0.010707551000000001,0.175637773,0.011049403000000001,0.013084427,0.009967538,0.011108163,0.003553005,0.00164054,0.0034086890000000003,0.000325,0.01298984,60,the_pride_and_fall_of_man.txt
60,68,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/09-06-61-the_justification_of_man.txt,0.11544491300000001,6.56e-06,0.194791159,0.009509573,0.008297786,0.36870926299999995,0.01710276,0.000449,0.016004288999999998,0.011716361000000002,0.173264062,0.002654257,0.027126771,0.018323637,0.005517438,8.66e-06,0.005515614,0.004115325,0.013071518,0.00837112,61,the_justification_of_man.txt
61,69,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/09-07-62-the_holy_spirit_and_the_gathering_of_the_christian_community.txt,0.12473803,8.94e-06,0.055799919,0.01272021,0.005864172,0.075225573,0.000463,0.002113251,0.0047180009999999994,0.00572386,0.19729520600000003,0.005321276,0.047605564,0.091483624,0.016280851000000002,0.002513379,0.037091358,9.5e-06,0.31501416,1.05e-05,62,the_holy_spirit_and_the_gathering_of_the_christian_community.txt
62,70,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/09-08-63-the_holy_spirit_and_christian_faith.txt,0.129515873,0.000152,0.17828069800000002,3.16e-05,2.71e-05,0.178702506,0.000161,0.00454486,0.091094345,0.009338443,0.17778270000000002,4.6299999999999994e-05,0.002001259,0.027797732000000002,0.004696415,3.05e-05,0.101420358,2.45e-05,0.093422094,0.00093,63,the_holy_spirit_and_christian_faith.txt
63,72,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/10-02-64-the_exaltation_of_the_son_of_man.txt,0.11996052,0.000524,0.19470882,0.010175505999999999,2.61e-06,0.098986739,0.001096081,0.008759476,1.62e-05,0.006140808,0.207714895,0.001407986,0.037938882,0.005533743000000001,0.028299229,0.160203626,0.06230617,0.00703241,0.046345538,0.0028469140000000003,64,the_exaltation_of_the_son_of_man.txt
64,73,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/10-03-65-the_sloth_and_misery_of_man.txt,0.11776193,0.001902558,0.183941902,0.024649462999999996,8.48e-06,0.063698811,0.214991209,0.014607862,1.21e-05,0.05179575,0.253752888,1.4499999999999998e-05,0.022886037,0.00014199999999999998,0.001307136,0.010171835,0.004490933,0.017509417,0.016346371000000002,8.44e-06,65,the_sloth_and_misery_of_man.txt
65,74,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/10-04-66-the_sanctification_of_man.txt,0.08730188900000001,0.014209339,0.140114672,0.009722906,0.000294,0.245824844,0.007233539000000001,9.74e-06,0.00037999999999999997,0.034583031,0.256797486,0.004503806,0.016345281,0.002225397,0.023074802999999998,0.018864079,0.027643546,0.007720933,0.09665346400000001,0.006497411,66,the_sanctification_of_man.txt
66,75,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/10-05-67-the_holy_spirit_and_the_upbuilding_of_the_christian_community.txt,0.137349907,0.00646719,0.041177136,0.002923532,9.329999999999999e-05,0.03076024,0.0017836689999999999,1.01e-05,1.27e-05,0.019987143,0.245991739,1.52e-05,0.026747017,0.030251827999999998,0.0037328179999999997,0.011240466000000001,0.015467851000000001,0.002203456,0.423775905,8.84e-06,67,the_holy_spirit_and_the_upbuilding_of_the_christian_community.txt
67,76,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/10-06-68-the_holy_spirit_and_christian_love.txt,0.12498564,0.003784665,0.187140358,0.025021176000000003,0.007841824,0.056884958,0.0037476209999999996,0.0019976779999999997,1.2e-05,0.004787787,0.220348635,0.0044280579999999995,0.015448898,0.000101,0.000136,0.004661755,0.028445578,0.25537057399999996,0.054689094,0.000167,68,the_holy_spirit_and_christian_love.txt
68,78,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/11-02-69-the_glory_of_the_mediator.txt,0.160155404,0.000124,0.11785582,0.009917585999999999,0.014341443,0.023383828,0.014584739,0.002444694,0.0010022339999999999,0.008058294,0.264184326,0.0032691359999999997,0.041754845,0.023828392,0.001880525,0.005762909,0.267218279,0.000893,0.037341743999999996,0.001999169,69,the_glory_of_the_mediator.txt
69,79,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/11-03-70-the_falsehood_and_condemnation_of_man.txt,0.153738194,0.001352699,0.228400226,0.00513884,0.013460708,0.06312173,0.176019714,0.000178,1.27e-05,0.016285412,0.239924224,0.000772,0.027640097000000002,0.001661729,0.000144,9.93e-06,0.063070946,0.004547993,0.003755987,0.0007650000000000001,70,the_falsehood_and_condemnation_of_man.txt
70,80,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/11-04-71-the_vocation_of_man.txt,0.128278569,2.8100000000000002e-05,0.097295312,0.018068876,0.000624,0.050728148,0.008858911,5.68e-06,0.0029105790000000004,0.016930366000000002,0.296420394,0.001864826,0.025952628999999998,0.0030112209999999997,0.014812493000000001,0.010476947,0.142466289,0.007953209000000001,0.17011976,0.003193978,71,the_vocation_of_man.txt
71,81,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/11-05-72-the_holy_spirit_and_the_sending_of_the_christian_community.txt,0.15918625,4.07e-06,0.101773876,0.01395531,0.012475338999999998,0.012961459,0.008675845,0.004329163,0.0060828340000000005,0.016621469,0.27713852899999997,0.001601125,0.016988099999999996,0.013006017,0.001238265,0.002554102,0.059402715999999994,0.00385017,0.278752169,0.009403194,72,the_holy_spirit_and_the_sending_of_the_christian_community.txt
72,82,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/11-06-73-the_holy_spirit_and_christian_hope.txt,0.126561996,2.1899999999999997e-05,0.064529251,0.00186567,0.0041865209999999995,0.055628877,0.000275,2.9199999999999998e-05,0.002361999,0.007269856999999999,0.238075927,0.000411,0.22034071100000002,6.49e-05,5.0600000000000003e-05,2.8899999999999998e-05,0.179448302,0.005163057,0.093660674,2.56e-05,73,the_holy_spirit_and_christian_hope.txt
73,84,file:/Users/csb5t/projects/barth/mallet_scripts/../texts/paragraphs/12-02-74-the_foundation_of_the_christian_life.txt,0.10240950300000001,0.024460162999999997,0.085318589,0.015038518,2.65e-05,0.06507579599999999,5.42e-06,0.00230622,7.23e-05,0.015085861,0.20801923600000002,0.001300806,0.026615164,0.011691884,0.020893299,0.00414696,0.37993446299999994,6.99e-05,0.037524766,4.59e-06,74,the_foundation_of_the_christian_life.txt
